idEvent,idSoccerXML,idAPIfootball,strEvent,strEventAlternate,strFilename,strSport,idLeague,strLeague,strSeason,strDescriptionEN,strHomeTeam,strAwayTeam,intHomeScore,intRound,intAwayScore,intSpectators,strOfficial,strTimestamp,dateEvent,dateEventLocal,strTime,strTimeLocal,strTVStation,idHomeTeam,idAwayTeam,intScore,intScoreVotes,strResult,strVenue,strCountry,strCity,strPoster,strSquare,strFanart,strThumb,strBanner,strMap,strTweet1,strTweet2,strTweet3,strVideo,strStatus,strPostponed,strLocked
1780951,,135719,San Diego Padres vs Seattle Mariners,Seattle Mariners @ San Diego Padres,MLB 2023-02-24 San Diego Padres vs Seattle Mariners,Baseball,4424,MLB,2023,,San Diego Padres,Seattle Mariners,2,0,3,,,2023-02-24T20:10:00+00:00,2023-02-24,,20:10:00,,,135278,135262,,, San Diego Padres Innings:<br>0 0 0 0 0 0 0 2 0 <br>Hits: 8 - Errors: 1<br><br>Seattle Mariners Innings:<br>0 0 0 3 0 0 0 0 0 <br>Hits: 8 - Errors: 0,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/vbfhg61675977278.jpg,,,,,,,FT,no,unlocked
1780952,,135720,Kansas City Royals vs Texas Rangers,Texas Rangers @ Kansas City Royals,MLB 2023-02-24 Kansas City Royals vs Texas Rangers,Baseball,4424,MLB,2023,,Kansas City Royals,Texas Rangers,6,0,5,,,2023-02-24T20:05:00+00:00,2023-02-24,,20:05:00,,,135257,135264,,, Kansas City Royals Innings:<br>2 0 0 2 1 0 0 0 1 <br>Hits: 8 - Errors: 1<br><br>Texas Rangers Innings:<br>0 3 0 0 0 0 1 1 0 <br>Hits: 9 - Errors: 2,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/6ebcc31675977279.jpg,,,,,,,FT,no,unlocked
1780953,,135721,Detroit Tigers vs Philadelphia Phillies,Philadelphia Phillies @ Detroit Tigers,MLB 2023-02-25 Detroit Tigers vs Philadelphia Phillies,Baseball,4424,MLB,2023,,Detroit Tigers,Philadelphia Phillies,4,0,2,,,2023-02-25T18:05:00+00:00,2023-02-25,,18:05:00,,,135255,135276,,, Detroit Tigers Innings:<br>0 0 1 0 0 1 2 0  <br>Hits: 6 - Errors: 0<br><br>Philadelphia Phillies Innings:<br>0 0 0 0 0 0 2 0 0 <br>Hits: 6 - Errors: 2,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/2sugrr1675977280.jpg,,,,,,,FT,no,unlocked
1780954,,135722,Philadelphia Phillies vs New York Yankees,New York Yankees @ Philadelphia Phillies,MLB 2023-02-25 Philadelphia Phillies vs New York Yankees,Baseball,4424,MLB,2023,,Philadelphia Phillies,New York Yankees,7,0,4,,,2023-02-25T18:05:00+00:00,2023-02-25,,18:05:00,,,135276,135260,,, Philadelphia Phillies Innings:<br>0 2 0 0 2 0 2 1  <br>Hits: 11 - Errors: 0<br><br>New York Yankees Innings:<br>0 0 1 0 3 0 0 0 0 <br>Hits: 6 - Errors: 1,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/orbi561675977280.jpg,,,,,,,FT,no,unlocked
1780955,,135723,Chicago Cubs vs San Francisco Giants,San Francisco Giants @ Chicago Cubs,MLB 2023-02-25 Chicago Cubs vs San Francisco Giants,Baseball,4424,MLB,2023,,Chicago Cubs,San Francisco Giants,10,0,8,,,2023-02-25T20:05:00+00:00,2023-02-25,,20:05:00,,,135269,135279,,, Chicago Cubs Innings:<br>0 1 1 0 7 0 0 1  <br>Hits: 12 - Errors: 0<br><br>San Francisco Giants Innings:<br>1 0 1 3 0 2 0 0 1 <br>Hits: 13 - Errors: 6,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/l4pxjw1675977281.jpg,,,,,,,FT,no,unlocked
1780956,,135724,Arizona Diamondbacks vs Colorado Rockies,Colorado Rockies @ Arizona Diamondbacks,MLB 2023-02-25 Arizona Diamondbacks vs Colorado Rockies,Baseball,4424,MLB,2023,,Arizona Diamondbacks,Colorado Rockies,5,0,12,,,2023-02-25T20:10:00+00:00,2023-02-25,,20:10:00,,,135267,135271,,, Arizona Diamondbacks Innings:<br>1 0 0 1 1 0 1 1 0 <br>Hits: 12 - Errors: 2<br><br>Colorado Rockies Innings:<br>2 2 0 0 0 3 2 2 1 <br>Hits: 15 - Errors: 1,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/1pnwrt1675977281.jpg,,,,,,,FT,no,unlocked
1780957,,135725,Milwaukee Brewers vs Los Angeles Dodgers,Los Angeles Dodgers @ Milwaukee Brewers,MLB 2023-02-25 Milwaukee Brewers vs Los Angeles Dodgers,Baseball,4424,MLB,2023,,Milwaukee Brewers,Los Angeles Dodgers,7,0,4,,,2023-02-25T20:10:00+00:00,2023-02-25,,20:10:00,,,135274,135272,,, Milwaukee Brewers Innings:<br>1 0 2 0 2 2 0 0  <br>Hits: 9 - Errors: 0<br><br>Los Angeles Dodgers Innings:<br>0 0 2 0 0 0 2 0 0 <br>Hits: 6 - Errors: 1,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/qig61q1675977282.jpg,,,,,,,FT,no,unlocked
1780958,,135726,New York Mets vs Miami Marlins,Miami Marlins @ New York Mets,MLB 2023-02-25 New York Mets vs Miami Marlins,Baseball,4424,MLB,2023,,New York Mets,Miami Marlins,5,0,2,,,2023-02-25T23:10:00+00:00,2023-02-25,,23:10:00,,,135275,135273,,, New York Mets Innings:<br>0 2 1 0 2 0 0 0  <br>Hits: 10 - Errors: 1<br><br>Miami Marlins Innings:<br>0 1 1 0 0 0 0 0 0 <br>Hits: 3 - Errors: 1,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/cnfrdx1675977282.jpg,,,,,,,FT,no,unlocked
1780959,,135727,St. Louis Cardinals vs Washington Nationals,Washington Nationals @ St. Louis Cardinals,MLB 2023-02-25 St. Louis Cardinals vs Washington Nationals,Baseball,4424,MLB,2023,,St. Louis Cardinals,Washington Nationals,2,0,3,,,2023-02-25T18:05:00+00:00,2023-02-25,,18:05:00,,,135280,135281,,, St. Louis Cardinals Innings:<br>0 0 2 0 0 0 0 0 0 <br>Hits: 5 - Errors: 1<br><br>Washington Nationals Innings:<br>1 0 0 0 0 0 0 1 1 <br>Hits: 9 - Errors: 1,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/aecve11675977283.jpg,,,,,,,FT,no,unlocked
1780960,,135728,Seattle Mariners vs Los Angeles Angels,Los Angeles Angels @ Seattle Mariners,MLB 2023-02-25 Seattle Mariners vs Los Angeles Angels,Baseball,4424,MLB,2023,,Seattle Mariners,Los Angeles Angels,1,0,5,,,2023-02-25T20:10:00+00:00,2023-02-25,,20:10:00,,,135262,135258,,, Seattle Mariners Innings:<br>0 0 0 0 1 0 0 0 0 <br>Hits: 5 - Errors: 0<br><br>Los Angeles Angels Innings:<br>0 4 0 1 0 0 0 0 0 <br>Hits: 10 - Errors: 0,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/j6ll1g1675977283.jpg,,,,,,,FT,no,unlocked
1780961,,135729,Pittsburgh Pirates vs Toronto Blue Jays,Toronto Blue Jays @ Pittsburgh Pirates,MLB 2023-02-25 Pittsburgh Pirates vs Toronto Blue Jays,Baseball,4424,MLB,2023,,Pittsburgh Pirates,Toronto Blue Jays,7,0,9,,,2023-02-25T18:05:00+00:00,2023-02-25,,18:05:00,,,135277,135265,,, Pittsburgh Pirates Innings:<br>0 0 4 0 0 1 0 2 0 <br>Hits: 7 - Errors: 2<br><br>Toronto Blue Jays Innings:<br>0 0 1 3 2 0 3 0 0 <br>Hits: 13 - Errors: 1,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/q8jubz1675977284.jpg,,,,,,,FT,no,unlocked
1780962,,135730,Oakland Athletics vs Arizona Diamondbacks,Arizona Diamondbacks @ Oakland Athletics,MLB 2023-02-25 Oakland Athletics vs Arizona Diamondbacks,Baseball,4424,MLB,2023,,Oakland Athletics,Arizona Diamondbacks,12,0,7,,,2023-02-25T20:05:00+00:00,2023-02-25,,20:05:00,,,135261,135267,,, Oakland Athletics Innings:<br>0 0 2 1 6 2 0 1  <br>Hits: 11 - Errors: 1<br><br>Arizona Diamondbacks Innings:<br>1 1 0 0 2 0 3 0 0 <br>Hits: 12 - Errors: 3,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/htb2rn1675977284.jpg,,,,,,,FT,no,unlocked
1780963,,135731,Texas Rangers vs Kansas City Royals,Kansas City Royals @ Texas Rangers,MLB 2023-02-25 Texas Rangers vs Kansas City Royals,Baseball,4424,MLB,2023,,Texas Rangers,Kansas City Royals,5,0,10,,,2023-02-25T20:05:00+00:00,2023-02-25,,20:05:00,,,135264,135257,,, Texas Rangers Innings:<br>0 3 0 0 0 0 0 0 2 <br>Hits: 9 - Errors: 0<br><br>Kansas City Royals Innings:<br>0 0 0 7 1 0 1 0 1 <br>Hits: 10 - Errors: 0,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/hs86z61675977285.jpg,,,,,,,FT,no,unlocked
1780964,,135732,Minnesota Twins vs Tampa Bay Rays,Tampa Bay Rays @ Minnesota Twins,MLB 2023-02-25 Minnesota Twins vs Tampa Bay Rays,Baseball,4424,MLB,2023,,Minnesota Twins,Tampa Bay Rays,8,0,4,,,2023-02-25T18:05:00+00:00,2023-02-25,,18:05:00,,,135259,135263,,, Minnesota Twins Innings:<br>0 6 0 0 0 0 2 0  <br>Hits: 12 - Errors: 1<br><br>Tampa Bay Rays Innings:<br>0 0 0 2 2 0 0 0 0 <br>Hits: 8 - Errors: 0,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/eejb3n1675977285.jpg,,,,,,,FT,no,unlocked
1780965,,135733,Cincinnati Reds vs Cleveland Guardians,Cleveland Guardians @ Cincinnati Reds,MLB 2023-02-25 Cincinnati Reds vs Cleveland Guardians,Baseball,4424,MLB,2023,,Cincinnati Reds,Cleveland Guardians,4,0,3,,,2023-02-25T20:05:00+00:00,2023-02-25,,20:05:00,,,135270,135254,,, Cincinnati Reds Innings:<br>1 1 0 0 0 0 0 1 1 <br>Hits: 7 - Errors: 0<br><br>Cleveland Guardians Innings:<br>1 1 0 0 1 0 0 0 0 <br>Hits: 8 - Errors: 0,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/hcar691675977286.jpg,,,,,,,FT,no,unlocked
1780966,,135734,Chicago White Sox vs San Diego Padres,San Diego Padres @ Chicago White Sox,MLB 2023-02-25 Chicago White Sox vs San Diego Padres,Baseball,4424,MLB,2023,,Chicago White Sox,San Diego Padres,2,0,6,,,2023-02-25T20:05:00+00:00,2023-02-25,,20:05:00,,,135253,135278,,, Chicago White Sox Innings:<br>0 1 0 0 0 0 0 0 1 <br>Hits: 4 - Errors: 1<br><br>San Diego Padres Innings:<br>1 0 0 1 0 0 0 1 3 <br>Hits: 9 - Errors: 0,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/9eoqa31675977286.jpg,,,,,,,FT,no,unlocked
1780967,,135735,Baltimore Orioles vs Minnesota Twins,Minnesota Twins @ Baltimore Orioles,MLB 2023-02-25 Baltimore Orioles vs Minnesota Twins,Baseball,4424,MLB,2023,,Baltimore Orioles,Minnesota Twins,10,0,5,,,2023-02-25T18:05:00+00:00,2023-02-25,,18:05:00,,,135251,135259,,, Baltimore Orioles Innings:<br>0 0 0 1 4 2 3 0  <br>Hits: 13 - Errors: 0<br><br>Minnesota Twins Innings:<br>1 0 0 2 0 1 1 0 0 <br>Hits: 4 - Errors: 0,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/s5knmu1675977287.jpg,,,,,,,FT,no,unlocked
1780968,,135736,Atlanta Braves vs Boston Red Sox,Boston Red Sox @ Atlanta Braves,MLB 2023-02-25 Atlanta Braves vs Boston Red Sox,Baseball,4424,MLB,2023,,Atlanta Braves,Boston Red Sox,6,0,6,,,2023-02-25T18:05:00+00:00,2023-02-25,,18:05:00,,,135268,135252,,, Atlanta Braves Innings:<br>0 0 2 0 1 0 0 0 3 <br>Hits: 9 - Errors: 1<br><br>Boston Red Sox Innings:<br>0 1 2 0 0 0 0 3 0 <br>Hits: 10 - Errors: 2,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/fmji011675977288.jpg,,,,,,,FT,no,unlocked
1780969,,135737,Houston Astros vs New York Mets,New York Mets @ Houston Astros,MLB 2023-02-25 Houston Astros vs New York Mets,Baseball,4424,MLB,2023,,Houston Astros,New York Mets,4,0,2,,,2023-02-25T18:05:00+00:00,2023-02-25,,18:05:00,,,135256,135275,,, Houston Astros Innings:<br>0 0 0 0 0 1 3 0  <br>Hits: 8 - Errors: 0<br><br>New York Mets Innings:<br>2 0 0 0 0 0 0 0 0 <br>Hits: 4 - Errors: 4,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/d5iu4i1675977288.jpg,,,,,,,FT,no,unlocked
1780970,,135738,Detroit Tigers vs Baltimore Orioles,Baltimore Orioles @ Detroit Tigers,MLB 2023-02-26 Detroit Tigers vs Baltimore Orioles,Baseball,4424,MLB,2023,,Detroit Tigers,Baltimore Orioles,6,0,10,,,2023-02-26T18:05:00+00:00,2023-02-26,,18:05:00,,,135255,135251,,, Detroit Tigers Innings:<br>1 0 0 0 3 1 0 0 1 <br>Hits: 5 - Errors: 0<br><br>Baltimore Orioles Innings:<br>0 0 0 0 9 0 0 1 0 <br>Hits: 14 - Errors: 1,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/16y6gh1675977289.jpg,,,,,,,FT,no,unlocked
1780971,,135739,Philadelphia Phillies vs Minnesota Twins,Minnesota Twins @ Philadelphia Phillies,MLB 2023-02-26 Philadelphia Phillies vs Minnesota Twins,Baseball,4424,MLB,2023,,Philadelphia Phillies,Minnesota Twins,10,0,8,,,2023-02-26T18:05:00+00:00,2023-02-26,,18:05:00,,,135276,135259,,, Philadelphia Phillies Innings:<br>1 1 0 0 2 6 0 0  <br>Hits: 9 - Errors: 1<br><br>Minnesota Twins Innings:<br>0 0 0 0 6 0 0 1 1 <br>Hits: 7 - Errors: 1,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/wpk7ga1675977289.jpg,,,,,,,FT,no,unlocked
1780972,,135740,Milwaukee Brewers vs Oakland Athletics,Oakland Athletics @ Milwaukee Brewers,MLB 2023-02-26 Milwaukee Brewers vs Oakland Athletics,Baseball,4424,MLB,2023,,Milwaukee Brewers,Oakland Athletics,4,0,11,,,2023-02-26T20:10:00+00:00,2023-02-26,,20:10:00,,,135274,135261,,, Milwaukee Brewers Innings:<br>0 0 1 0 0 0 0 0 3 <br>Hits: 10 - Errors: 2<br><br>Oakland Athletics Innings:<br>4 0 1 0 0 1 5 0 0 <br>Hits: 13 - Errors: 0,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/2s6bhr1675977290.jpg,,,,,,,FT,no,unlocked
1780973,,135741,San Diego Padres vs Arizona Diamondbacks,Arizona Diamondbacks @ San Diego Padres,MLB 2023-02-26 San Diego Padres vs Arizona Diamondbacks,Baseball,4424,MLB,2023,,San Diego Padres,Arizona Diamondbacks,18,0,6,,,2023-02-26T20:10:00+00:00,2023-02-26,,20:10:00,,,135278,135267,,, San Diego Padres Innings:<br>0 9 0 5 0 3 0 1  <br>Hits: 20 - Errors: 0<br><br>Arizona Diamondbacks Innings:<br>0 0 0 2 0 4 0 0 0 <br>Hits: 5 - Errors: 2,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/hln9us1675977290.jpg,,,,,,,FT,no,unlocked
1780974,,135742,New York Mets vs Washington Nationals,Washington Nationals @ New York Mets,MLB 2023-02-26 New York Mets vs Washington Nationals,Baseball,4424,MLB,2023,,New York Mets,Washington Nationals,6,0,3,,,2023-02-26T18:10:00+00:00,2023-02-26,,18:10:00,,,135275,135281,,, New York Mets Innings:<br>0 0 0 2 0 0 1 3  <br>Hits: 8 - Errors: 1<br><br>Washington Nationals Innings:<br>0 1 0 0 1 0 0 0 1 <br>Hits: 7 - Errors: 1,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/mtd6u11675977290.jpg,,,,,,,FT,no,unlocked
1780975,,135743,Washington Nationals vs Houston Astros,Houston Astros @ Washington Nationals,MLB 2023-02-26 Washington Nationals vs Houston Astros,Baseball,4424,MLB,2023,,Washington Nationals,Houston Astros,3,0,2,,,2023-02-26T18:05:00+00:00,2023-02-26,,18:05:00,,,135281,135256,,, Washington Nationals Innings:<br>0 1 1 0 0 0 0 0 1 <br>Hits: 8 - Errors: 0<br><br>Houston Astros Innings:<br>0 0 0 2 0 0 0 0 0 <br>Hits: 6 - Errors: 0,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/zd9jbz1675977291.jpg,,,,,,,FT,no,unlocked
1780976,,135744,Toronto Blue Jays vs New York Yankees,New York Yankees @ Toronto Blue Jays,MLB 2023-02-26 Toronto Blue Jays vs New York Yankees,Baseball,4424,MLB,2023,,Toronto Blue Jays,New York Yankees,5,0,9,,,2023-02-26T18:07:00+00:00,2023-02-26,,18:07:00,,,135265,135260,,, Toronto Blue Jays Innings:<br>0 0 0 0 5 0 0 0 0 <br>Hits: 8 - Errors: 0<br><br>New York Yankees Innings:<br>1 0 1 3 1 1 0 2 0 <br>Hits: 16 - Errors: 0,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/bhy3n51675977291.jpg,,,,,,,FT,no,unlocked
1780977,,135745,Tampa Bay Rays vs Pittsburgh Pirates,Pittsburgh Pirates @ Tampa Bay Rays,MLB 2023-02-26 Tampa Bay Rays vs Pittsburgh Pirates,Baseball,4424,MLB,2023,,Tampa Bay Rays,Pittsburgh Pirates,,0,,,,2023-02-26T21:00:00+00:00,2023-02-26,,21:00:00,,,135263,135277,,, Tampa Bay Rays Innings:<br>         <br>Hits:  - Errors: <br><br>Pittsburgh Pirates Innings:<br>         <br>Hits:  - Errors: ,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/48evpx1675977292.jpg,,,,,,,POST,yes,unlocked
1780978,,135746,San Francisco Giants vs Cincinnati Reds,Cincinnati Reds @ San Francisco Giants,MLB 2023-02-26 San Francisco Giants vs Cincinnati Reds,Baseball,4424,MLB,2023,,San Francisco Giants,Cincinnati Reds,7,0,6,,,2023-02-26T20:05:00+00:00,2023-02-26,,20:05:00,,,135279,135270,,, San Francisco Giants Innings:<br>0 0 1 0 0 1 0 3 2 <br>Hits: 14 - Errors: 0<br><br>Cincinnati Reds Innings:<br>1 0 0 0 0 3 1 1 0 <br>Hits: 11 - Errors: 1,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/glcrpl1675977294.jpg,,,,,,,FT,no,unlocked
1780979,,135747,New York Yankees vs Atlanta Braves,Atlanta Braves @ New York Yankees,MLB 2023-02-26 New York Yankees vs Atlanta Braves,Baseball,4424,MLB,2023,,New York Yankees,Atlanta Braves,7,0,0,,,2023-02-26T18:05:00+00:00,2023-02-26,,18:05:00,,,135260,135268,,, New York Yankees Innings:<br>4 0 0 0 0 3 0 0  <br>Hits: 10 - Errors: 1<br><br>Atlanta Braves Innings:<br>0 0 0 0 0 0 0 0 0 <br>Hits: 1 - Errors: 0,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/tlkhvf1675977294.jpg,,,,,,,FT,no,unlocked
1780980,,135748,Colorado Rockies vs Milwaukee Brewers,Milwaukee Brewers @ Colorado Rockies,MLB 2023-02-26 Colorado Rockies vs Milwaukee Brewers,Baseball,4424,MLB,2023,,Colorado Rockies,Milwaukee Brewers,12,0,6,,,2023-02-26T20:10:00+00:00,2023-02-26,,20:10:00,,,135271,135274,,, Colorado Rockies Innings:<br>0 2 1 0 0 0 5 4  <br>Hits: 12 - Errors: 0<br><br>Milwaukee Brewers Innings:<br>1 2 0 0 0 1 0 2 0 <br>Hits: 10 - Errors: 2,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/higxe61675977295.jpg,,,,,,,FT,no,unlocked
1780981,,135749,Miami Marlins vs St. Louis Cardinals,St. Louis Cardinals @ Miami Marlins,MLB 2023-02-26 Miami Marlins vs St. Louis Cardinals,Baseball,4424,MLB,2023,,Miami Marlins,St. Louis Cardinals,2,0,8,,,2023-02-26T18:10:00+00:00,2023-02-26,,18:10:00,,,135273,135280,,, Miami Marlins Innings:<br>0 0 0 0 0 2 0 0 0 <br>Hits: 6 - Errors: 2<br><br>St. Louis Cardinals Innings:<br>5 0 0 1 0 0 0 2 0 <br>Hits: 16 - Errors: 0,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/4e15fl1675977295.jpg,,,,,,,FT,no,unlocked
1780982,,135750,Los Angeles Dodgers vs Chicago Cubs,Chicago Cubs @ Los Angeles Dodgers,MLB 2023-02-26 Los Angeles Dodgers vs Chicago Cubs,Baseball,4424,MLB,2023,,Los Angeles Dodgers,Chicago Cubs,9,0,4,,,2023-02-26T20:05:00+00:00,2023-02-26,,20:05:00,,,135272,135269,,, Los Angeles Dodgers Innings:<br>0 0 0 0 0 2 3 4  <br>Hits: 10 - Errors: 0<br><br>Chicago Cubs Innings:<br>0 3 0 0 0 1 0 0 0 <br>Hits: 7 - Errors: 1,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/a48c3j1675977296.jpg,,,,,,,FT,no,unlocked
1780983,,135751,Los Angeles Angels vs Chicago White Sox,Chicago White Sox @ Los Angeles Angels,MLB 2023-02-26 Los Angeles Angels vs Chicago White Sox,Baseball,4424,MLB,2023,,Los Angeles Angels,Chicago White Sox,7,0,0,,,2023-02-26T20:10:00+00:00,2023-02-26,,20:10:00,,,135258,135253,,, Los Angeles Angels Innings:<br>1 3 3 0 0 0 0 0  <br>Hits: 13 - Errors: 0<br><br>Chicago White Sox Innings:<br>0 0 0 0 0 0 0 0 0 <br>Hits: 5 - Errors: 2,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/qs0nzq1675977296.jpg,,,,,,,FT,no,unlocked
1780984,,135752,Kansas City Royals vs Seattle Mariners,Seattle Mariners @ Kansas City Royals,MLB 2023-02-26 Kansas City Royals vs Seattle Mariners,Baseball,4424,MLB,2023,,Kansas City Royals,Seattle Mariners,8,0,7,,,2023-02-26T20:05:00+00:00,2023-02-26,,20:05:00,,,135257,135262,,, Kansas City Royals Innings:<br>5 0 0 0 0 3 0 0  <br>Hits: 11 - Errors: 0<br><br>Seattle Mariners Innings:<br>0 2 2 2 0 0 1 0 0 <br>Hits: 14 - Errors: 0,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/zn0veg1675977297.jpg,,,,,,,FT,no,unlocked
1780985,,135753,Cleveland Guardians vs Texas Rangers,Texas Rangers @ Cleveland Guardians,MLB 2023-02-26 Cleveland Guardians vs Texas Rangers,Baseball,4424,MLB,2023,,Cleveland Guardians,Texas Rangers,4,0,13,,,2023-02-26T20:05:00+00:00,2023-02-26,,20:05:00,,,135254,135264,,, Cleveland Guardians Innings:<br>0 0 0 0 0 0 3 1 0 <br>Hits: 9 - Errors: 1<br><br>Texas Rangers Innings:<br>2 3 2 1 0 0 0 5 0 <br>Hits: 15 - Errors: 0,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/eyhifn1675977297.jpg,,,,,,,FT,no,unlocked
1780986,,135754,Boston Red Sox vs Tampa Bay Rays,Tampa Bay Rays @ Boston Red Sox,MLB 2023-02-26 Boston Red Sox vs Tampa Bay Rays,Baseball,4424,MLB,2023,,Boston Red Sox,Tampa Bay Rays,7,0,6,,,2023-02-26T18:05:00+00:00,2023-02-26,,18:05:00,,,135252,135263,,, Boston Red Sox Innings:<br>0 1 0 0 0 3 0 2 1 <br>Hits: 8 - Errors: 0<br><br>Tampa Bay Rays Innings:<br>0 0 0 0 0 1 1 4 0 <br>Hits: 4 - Errors: 1,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/jpz30o1675977298.jpg,,,,,,,FT,no,unlocked
1780987,,135755,Chicago Cubs vs Cleveland Guardians,Cleveland Guardians @ Chicago Cubs,MLB 2023-02-27 Chicago Cubs vs Cleveland Guardians,Baseball,4424,MLB,2023,,Chicago Cubs,Cleveland Guardians,4,0,12,,,2023-02-27T20:05:00+00:00,2023-02-27,,20:05:00,,,135269,135254,,, Chicago Cubs Innings:<br>0 0 3 0 0 0 1 0 0 <br>Hits: 12 - Errors: 3<br><br>Cleveland Guardians Innings:<br>0 2 0 0 6 2 2 0 0 <br>Hits: 9 - Errors: 2,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/1rvmk41675977298.jpg,,,,,,,FT,no,unlocked
1780988,,135756,Arizona Diamondbacks vs Chicago Cubs,Chicago Cubs @ Arizona Diamondbacks,MLB 2023-02-27 Arizona Diamondbacks vs Chicago Cubs,Baseball,4424,MLB,2023,,Arizona Diamondbacks,Chicago Cubs,3,0,0,,,2023-02-27T20:10:00+00:00,2023-02-27,,20:10:00,,,135267,135269,,, Arizona Diamondbacks Innings:<br>0 0 0 0 0 0 0 0 3 <br>Hits: 7 - Errors: 0<br><br>Chicago Cubs Innings:<br>0 0 0 0 0 0 0 0 0 <br>Hits: 2 - Errors: 0,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/pyyy1v1675977299.jpg,,,,,,,FT,no,unlocked
1780989,,135757,San Diego Padres vs Los Angeles Dodgers,Los Angeles Dodgers @ San Diego Padres,MLB 2023-02-27 San Diego Padres vs Los Angeles Dodgers,Baseball,4424,MLB,2023,,San Diego Padres,Los Angeles Dodgers,6,0,7,,,2023-02-27T20:10:00+00:00,2023-02-27,,20:10:00,,,135278,135272,,, San Diego Padres Innings:<br>0 1 0 0 0 0 2 1 2 <br>Hits: 10 - Errors: 2<br><br>Los Angeles Dodgers Innings:<br>0 0 1 1 0 1 0 0 4 <br>Hits: 9 - Errors: 2,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/2xel5l1675977299.jpg,,,,,,,FT,no,unlocked
1780990,,135758,Los Angeles Angels vs San Francisco Giants,San Francisco Giants @ Los Angeles Angels,MLB 2023-02-27 Los Angeles Angels vs San Francisco Giants,Baseball,4424,MLB,2023,,Los Angeles Angels,San Francisco Giants,6,0,8,,,2023-02-27T20:10:00+00:00,2023-02-27,,20:10:00,,,135258,135279,,, Los Angeles Angels Innings:<br>0 2 0 0 2 1 0 1 0 <br>Hits: 9 - Errors: 0<br><br>San Francisco Giants Innings:<br>0 0 0 4 3 0 0 1 0 <br>Hits: 10 - Errors: 0,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/q8bked1675977300.jpg,,,,,,,FT,no,unlocked
1780991,,135759,Atlanta Braves vs Toronto Blue Jays,Toronto Blue Jays @ Atlanta Braves,MLB 2023-02-27 Atlanta Braves vs Toronto Blue Jays,Baseball,4424,MLB,2023,,Atlanta Braves,Toronto Blue Jays,7,0,0,,,2023-02-27T18:05:00+00:00,2023-02-27,,18:05:00,,,135268,135265,,, Atlanta Braves Innings:<br>2 0 3 0 0 2 0 0  <br>Hits: 13 - Errors: 0<br><br>Toronto Blue Jays Innings:<br>0 0 0 0 0 0 0 0 0 <br>Hits: 6 - Errors: 2,,USA,,,,,https://www.thesportsdb.com/images/media/event/thumb/bjx8mf1675977300.jpg,,,,,,,FT,no,unlocked
